GroupId,GroupName,Preference,Id,Product,Amount,Measure,Energie,FatTotal,Protein,CarbsTotal,Sugar,Starch,Fibre,Water,PUFA3,K,CA,P,MG,FE,CU,SE,ZN,IOD,VITA,VITC,VITD,VITE,VITK,VITB6,VITB12,FIBWAT,FIBFAT,FATPROT
25,Vlees en gevogelte,1,1544,Runderrollade gebakken,100,g,157,2.3,33.5,0.2,0.2,0.1,0.5,62.6,0,414,9,221,27,2.2,0.08,17,5.96,5.1,10,1,0.4,0.6,,0.18,1.42,63.1,2.8,35.8
25,Vlees en gevogelte,,3022,Kalfssukadelappen rauw,100,g,117,5.1,17.7,0,0,0,0,73.5,0,412,4,222,26,0.5,0.06,8,3.13,3.3,10,1,0.4,0.5,,0.37,2.84,73.5,5.1,22.8
15,Melk en melkproducten,,5086,Pap Bambix kant-en-klaar papje,100,g,61,2,3,7.6,4.8,2.9,0.5,87,0.2,133,113,78,13,1.3,,,0.65,14.6,58,,1.1,0.9,2.2,0.1,,87.5,2.5,5
12,Hartige snacks en zoutjes,,2147,Zoutjes Japanse mix z pinda's,100,g,387,0.9,8.5,86,1.9,84.1,0.8,3.9,0,146,14,97,21,0.8,0.34,8,1.2,,0,0,0,0.4,,0.12,0,4.7,1.7,9.4
15,Melk en melkproducten,,862,Milkshake m vers fruit,100,g,96,1.9,2.4,17,16.2,0.8,0.4,77.3,0,173,83,74,13,0.1,0.03,1,0.3,9.8,20,9,0,0.1,0.7,0.06,0.3,77.7,2.3,4.3
27,Vleeswaren,,3084,Vleeswaren 10-20 g vet excl leverprod gem,100,g,204,14.4,15.8,2.8,0.5,2.3,0.1,63.3,0.2,142,19,155,12,1.7,0.08,8,2.14,14.4,6,1,0.5,0.2,0.3,0.12,0.88,63.4,14.5,30.2
7,Gebak en koek,,2009,Taart vruchten- van zandgebak,100,g,250,11.7,3.6,31.3,16.8,14.5,1.7,50.8,0.2,162,23,59,12,0.6,0.09,2,0.34,7.5,119,20,1.1,0.4,3.6,0.07,0.14,52.5,13.4,15.3
25,Vlees en gevogelte,,1668,Varkensvlees 5-14 g vet rauw gem,100,g,170,9.8,20.2,0.1,0.1,0,0.1,70.3,0,385,11,208,25,0.9,0.07,12,2.65,1.5,6,1,0.3,0.7,1,0.46,0.57,70.4,9.9,30
25,Vlees en gevogelte,,1438,Kalfsfricandeau rauw,100,g,111,2.6,22,0,0,0,0,74,0,436,4,243,27,0.5,0.06,9,2.48,3.4,6,1,0.4,0.4,,0.48,2.28,74,2.6,24.6
15,Melk en melkproducten,,941,Pudding amandel- m kersensaus,100,g,107,1.9,2.7,19.8,17.8,2,0,74.7,0,86,94,55,,0.2,,,,11.9,15,1,0,,,0.03,0.25,74.7,1.9,4.6
15,Melk en melkproducten,,3050,Pap havermout- bereid m hv melk ongezoet,100,g,69,1.9,4.1,8.8,4.5,4.3,0.5,83.7,0,170,119,125,21,0.3,0.02,1,0.6,13.9,14,1,0,0.2,0.6,0.04,0.42,84.2,2.4,6
15,Melk en melkproducten,,1970,Melk chocolade- halfvolle m zoetstof m inuline,100,g,56,1.8,3.5,5.3,5,0.3,2.1,87.3,0,186,102,87,19,0.6,,,,13.4,15,2,0,0.1,0.2,0.03,0.34,89.4,3.9,5.3
15,Melk en melkproducten,,3201,Yoghurtdrank Ayran Turks,100,g,35,1.8,2.3,2,2,0,0,93.2,0,94,88,68,8,0,0.01,1,0.32,9.2,18,0,0,0,0.8,0.02,0.14,93.2,1.8,4.1
15,Melk en melkproducten,,2258,Yoghurtdrank Actimel naturel,100,g,68,1.6,2.8,10.5,10.5,0,0,85.1,0,142,120,88,12,0.1,0.01,1,0.45,13.7,15,2,0.8,0,0.7,0.21,0.39,85.1,1.6,4.4
25,Vlees en gevogelte,,3018,Kalfsoester rauw,100,g,108,1.9,22.9,0,0,0,0,74.3,0,437,4,235,27,1.1,0.06,10,3.06,2.4,3,1,0.4,0.2,,0.5,2.03,74.3,1.9,24.8
25,Vlees en gevogelte,,3016,Kalfsschnitzel ongepaneerd rauw,100,g,104,1.6,22.4,0,0,0,0,75.7,0,433,5,231,27,1.1,0.07,9,3.37,3.2,3,1,0.3,0.2,,0.41,2.05,75.7,1.6,24
25,Vlees en gevogelte,,1673,Kalfsvlees <5 g vet gem rauw,100,g,104,1.7,22.1,0,0,0,0,75.7,0,425,5,228,26,1,0.07,8,3.49,3.2,3,1,0.4,0.2,,0.41,2.11,75.7,1.7,23.8
7,Gebak en koek,,2010,Taart vruchten- van cakedeeg,100,g,198,9.1,2.9,25.1,14.3,10.8,1.5,60.9,0.1,100,11,41,7,0.4,0.05,2,0.26,7.7,97,2,0.9,0.4,0.5,0.04,0.11,62.4,10.6,12
25,Vlees en gevogelte,,3019,Kalfslappen mager rauw,100,g,104,1.9,21.8,0,0,0,0,75.8,0,415,4,225,25,0.9,0.06,8,3.64,3.2,3,1,0.4,0.3,,0.41,2.19,75.8,1.9,23.7
15,Melk en melkproducten,,2495,Melk chocolade- m hv melk en gezoete cacaopoeder,100,g,78,1.6,3.5,12.2,12,0.3,0.6,81.1,0,249,115,109,22,0.8,0.09,1,0.56,13.7,13,1,0,0,0.6,0.05,0.41,81.7,2.2,5.1
14,Kruiden en specerijen,,832,Gemberwortel,100,g,81,0.8,1.8,15.7,1.7,14,2,78.9,,415,16,34,43,0.6,0.23,1,0.34,,0,5,0,0.3,0.1,0.16,0,80.9,2.8,2.6
27,Vleeswaren,,3203,Ham runder- pastirma Turks,100,g,155,3,30,2,2,0,0,65,0,410,5,225,26,2,0.06,6,3.47,11,2,1,0.3,0.3,,0.39,1.86,65,3,33
25,Vlees en gevogelte,,1409,Runderrollade rauw,100,g,109,1.7,23.2,0.2,0.2,0,0.3,74,0,410,6,222,28,1.5,0.06,12,4.14,4,2,1,0.4,0.3,,0.39,1.86,74.3,2,24.9
25,Vlees en gevogelte,,2827,Varkensschnitzel sate gepaneerd rauw,100,g,238,12.5,13.7,16.9,3.1,13.8,1.7,54.5,0.2,288,15,142,27,0.9,0.15,7,1.61,0.8,2,1,0.2,2.7,3,0.22,0.26,56.2,14.2,26.2
25,Vlees en gevogelte,,3024,Varkenspoelet rauw,100,g,123,4.1,21.5,0,0,0,0,74.9,0,415,4,228,27,0.8,0.07,11,2.6,1.2,2,1,0.3,0.5,4,0.51,0.4,74.9,4.1,25.6
25,Vlees en gevogelte,,3023,Kalfsvleesreepjes rauw,100,g,98,1.1,22,0,0,0,0,75.6,0,452,5,247,29,0.5,0.06,8,2.19,4,2,1,0.3,0.3,,0.46,2.02,75.6,1.1,23.1
21,Soepen,,5177,Soep erwten- met vlees,100,g,78,3.1,4.9,6.3,0.5,5.8,2.8,82.4,0,168,16,59,15,1.1,0.09,1,0.43,1.8,1,1,0.1,0.2,6.3,0.02,0.07,85.2,5.9,8
15,Melk en melkproducten,,1464,Melk chocolade- halfvolle,100,g,77,1.6,3.3,12.3,11.3,1,0.5,82.8,0,202,102,94,18,0.6,0.06,1,0.49,13.4,13,0,0.1,0.1,0.2,0.01,0.14,83.3,2.1,4.9
15,Melk en melkproducten,,3316,Yoghurtdrank Actimel vruchten,100,g,73,1.5,2.7,12.1,12,0.2,0.4,83.4,0,128,120,75,11,0,0.02,1,0.29,11,13,12,0.8,0,0,0.21,0.25,83.8,1.9,4.2
15,Melk en melkproducten,,2501,Yoghurt halfvolle m vruchten,100,g,85,1.5,4,13.3,12.7,0.6,0.1,80,0,151,130,111,12,0.1,0.02,1,0.45,12.3,11,3,0,0.1,0.7,0.04,0.24,80.1,1.6,5.5
15,Melk en melkproducten,,2247,Kwarkyoghurt m vruchten,100,g,90,1.5,4,15,13.3,1.7,0.1,79.4,0,149,140,105,11,0.1,0.01,1,0.43,14.9,7,3,0,0.1,8,0.038,0.43,79.5,1.6,5.5
15,Melk en melkproducten,,1829,Yoghurt halfvolle Vifit naturel,100,g,53,1.5,5.7,4.1,4.1,0,0,85,0,167,120,115,14,0.1,0.01,1,0.44,14.9,30,2,0.8,0,0.7,0.03,0.38,85,1.5,7.2
17,Noten en zaden,,3446,Hennepzaad,100,g,592,48.8,31.6,4.7,1.5,3.2,4,5,9.3,1200,70,1650,700,8,2,,9.9,,0,1,0,0.8,,0.6,0,9,52.8,80.4
6,Fruit,,2290,Kokosmelk,100,g,185,18.4,2,2.8,1.1,1.7,0,75.8,0,220,18,96,46,3.3,0.22,,0.56,0.7,0,1,0,0,,0.028,0,75.8,18.4,20.4
6,Fruit,,3221,Olijven zwart in water blik/glas,100,g,162,14,0.9,1.7,0,1.7,12.5,68.5,0.1,8,58,10,70,3.3,0.15,,0.13,4.5,0,1,0,2,,0.009,0,81,26.5,14.9
17,Noten en zaden,,203,Noten para- ongezouten,100,g,687,67.1,14.3,2.6,2.3,0.3,7.5,3.4,0,590,160,650,350,3.1,1.74,1917,4.06,2.5,0,1,0,6.6,0,0.1,0,10.9,74.6,81.4
17,Noten en zaden,,5050,Noten para- gezouten,100,g,687,67.1,14.3,2.6,2.3,0.3,7.5,3.4,0,590,160,650,350,3.1,1.74,1917,4.06,2.5,0,1,0,6.6,0,0.1,0,10.9,74.6,81.4
17,Noten en zaden,,205,Studentenhaver,100,g,496,32.1,11,38,36.1,1.9,5.6,10.5,0.4,735,115,312,155,2.7,0.89,389,1.72,2.7,0,1,0,6.3,4,0.17,0,16.1,37.7,43.1
17,Noten en zaden,,2844,Noten macadamia- ongezouten,100,g,753,76.1,7.8,5.4,4.1,1.2,8,1.6,0.2,363,70,198,118,2.7,0.57,12,1.29,2,0,1,0,0.6,,0.36,0,9.6,84.1,83.9
17,Noten en zaden,,5111,Noten macadamia gezouten,100,g,753,76.1,7.8,5.4,4.1,1.2,8,1.6,0.2,363,70,198,118,2.7,0.57,12,1.29,2,0,1,0,0.6,,0.36,0,9.6,84.1,83.9
17,Noten en zaden,,1895,Noten pecan- ongebrand ongezouten,100,g,721,72,9.2,4.4,4,0.5,9.6,3.5,1,410,70,277,121,2.5,1.2,4,4.53,2,0,1,0,4,3.5,0.21,0,13.1,81.6,81.2
17,Noten en zaden,,5158,"Noten pecan- gebrand met olie, gezouten",100,g,750,75.2,9.2,4.3,4,0.3,9.5,1.1,1,392,67,263,121,2.5,1.2,6,4.53,2,0,1,0,5.1,3.5,0.19,0,10.6,84.7,84.4
6,Fruit,1,193,Vijgen gedroogd,100,g,259,0.9,3.3,54.1,47.9,6.2,9.8,30.1,0,680,162,67,68,2,0.29,1,0.55,,0,1,0,0.4,15.6,0.11,0,39.9,10.7,4.2
9,Groente,,51,Spinazie rauw,100,g,26,0.6,3.2,0.9,0,0.9,2,91.9,0.3,539,105,62,55,2,0.11,0,1.1,2,0,1,0,1.2,394,0.13,0,93.9,2.6,3.8
18,Peulvruchten,,3073,Bonen mung- gekookt,100,g,102,0.4,7.6,13.3,0.5,12.8,7.6,69.3,0.1,270,24,81,43,1.4,0.19,5,0.9,,0,1,0,0.2,,0.07,0,76.9,8,8
9,Groente,,679,Kousenband rauw,100,g,43,0,3,7,0,7,1.3,89,0,233,55,70,44,1.4,0.05,0,0.37,,0,1,0,0.2,14.4,,0,90.3,1.3,3
23,Vetten en oliën,,3243,Olie kokos-,100,g,892,99.1,0,0,0,0,0,0,0,0,1,0,0,0.1,0,0,0.02,,0,0,0,0.4,0.6,0,0,0,99.1,99.1
9,Groente,,7,Andijvie rauw,100,g,16,0.3,1.5,1,1,0,1.7,95.1,0.1,253,54,36,11,1.2,0.05,1,0.55,6.4,0,1,0,0.3,231,0.057,0,96.8,2,1.8
9,Groente,,20,Champignon gekookt,100,g,21,0.3,3.8,0.4,0.2,0.2,1.1,90,0.1,250,5,64,7,1,0.4,7,0.3,0.5,0,1,0,0.1,0,0.07,0,91.1,1.4,4.1
9,Groente,,136,Doperwten m wortelen blik/glas,100,g,56,0.5,3.4,7,3.2,3.7,4.8,85.8,0.1,120,29,58,13,1,0.1,1,0.58,2,0,1,0,0.5,13.1,0.053,0,90.6,5.3,3.9
9,Groente,,951,Bonen sperzie- gekookt,100,g,25,0.4,1.8,2.2,1.2,1,2.9,92.1,0.1,265,54,42,27,0.8,0.08,0,0.37,3,0,1,0,0.3,16,0.071,0,95,3.3,2.2
9,Groente,,50,Bonen sperzie- rauw,100,g,25,0.2,2.3,1.8,1.2,0.6,3.6,91.4,0,250,70,50,30,0.8,0.06,0,0.25,3,0,1,0,0.2,14.4,0.07,0,95,3.8,2.5
21,Soepen,,802,Soep op peulvruchtenbasis kant-en-klaar blik/zak/pak,100,g,80,2.3,4,9.5,2.8,6.8,3,84.7,0,153,21,53,15,0.8,0.09,1,0.28,,0,1,0.2,0,,0.049,0,87.7,5.3,6.3
9,Groente,,2346,Sla gem rauw,100,g,15,0.3,1.4,1,0.9,0.1,1.3,95.6,0.1,301,53,35,15,0.7,0.04,0,0.33,1.9,0,1,0,0.2,74.2,0.06,0,96.9,1.6,1.7
7,Gebak en koek,,1509,Mueslireep m chocolade,100,g,452,22.4,7.7,52.3,34.9,17.4,5.1,11.7,0.1,488,59,330,94,3.3,0.4,1,2,3,6,0,0,0.3,,0.09,0.09,16.8,27.5,30.1
15,Melk en melkproducten,,3282,Yoghurt halfvolle lactosevrij,100,g,40,1.5,4.5,2,2,0,0,92,0,142,120,88,12,0.1,0.01,1,0.45,14.9,15,2,0,0,0.7,0.03,0.39,92,1.5,6
6,Fruit,,3198,Mispel,100,g,50,0.2,0.5,10.6,10.6,0,1.7,86.7,0,250,30,28,11,0.5,0.17,1,0.05,,0,1,0,,,0.1,0,88.4,1.9,0.7
9,Groente,,1136,Andijvie diepvries onbereid,100,g,9,0,1,0.3,0,0.3,1.7,95.1,0,163,54,36,10,0.5,0.06,0,0.34,6.3,0,1,0,0.8,337,0.057,0,96.8,1.7,1
9,Groente,,8,Andijvie gekookt,100,g,22,0.5,1.4,2.3,1.6,0.7,1.7,93.5,0.2,163,60,25,9,0.5,0.06,0,0.27,6.4,0,1,0,0.8,337,0.081,0,95.2,2.2,1.9
3,Brood,,3374,Focaccia,100,g,266,8.7,7.7,38.4,2.5,35.8,1.7,43.6,0.3,128,9,39,16,0.5,0.08,3,0.5,10.9,0,1,0,0.5,,0.13,0.08,45.3,10.4,16.4
9,Groente,,47,Sla krop- gekookt,100,g,22,0.4,2,2,2,0,1.2,94,0.1,300,30,41,15,0.4,0.04,0,0.41,,0,1,0,0.2,188,0.03,0,95.2,1.6,2.4
9,Groente,,27,Komkommer z schil rauw,100,g,15,0.2,0.6,2.5,1.7,0.8,0.3,96.1,0,145,22,25,10,0.4,0.02,0,0.22,3,0,1,0,0,2,0.026,0,96.4,0.5,0.8
1,Aardappelen en knolgewassen,,2323,Aardappelpuree instant- bereid m water,100,g,71,1.6,1.7,11.8,0.5,11.3,1,83.8,0.1,323,19,75,14,0.3,0.06,0,0.23,3.4,0,1,0,0.1,,0.32,0,84.8,2.6,3.3
6,Fruit,,2750,Druiven witte m schil,100,g,76,0.4,0.5,16.9,15.6,1.3,1.4,80.4,0,244,13,24,8,0.3,0.09,0,0.29,2.5,0,1,0,0.3,8.6,0.058,0,81.8,1.8,0.9
21,Soepen,,2932,Soep 1-kops bereid,100,g,40,1.6,1,5.4,1.6,3.9,0.2,94,0,81,5,38,5,0.3,0.03,0,0.09,,0,1,0.1,0.4,,0.02,0.02,94.2,1.8,2.6
21,Soepen,,2488,Soep op groente- en vleesbasis bereid pakje,100,g,18,0.5,0.6,2.7,0.7,2,0.3,94.7,0,43,5,50,5,0.3,0.03,0,0.1,,0,1,0.1,0.1,,0.02,0.03,95,0.8,1.1
15,Melk en melkproducten,,1502,Yoghurt halfvolle,100,g,50,1.5,4.2,4.3,4.3,0,0,90.2,0,142,139,88,12,0.1,0.01,1,0.45,14.9,15,2,0,0,0.7,0.03,0.39,90.2,1.5,5.7
6,Fruit,1,1812,Nectarine,100,g,36,0.1,1,6.5,6.5,0,1.1,90.3,0,180,5,23,9,0.2,,,0.11,,0,1,0,,2.5,0.02,0,91.4,1.2,1.1
6,Fruit,,184,Kersen op siroop blik/glas,100,g,63,0.3,0.6,14.2,14.1,0.1,0.5,84.4,0,120,15,13,7,0.2,0.05,1,0.05,,0,1,0,0.1,1.4,0.22,0,84.9,0.8,0.9
14,Kruiden en specerijen,,1232,Sambal oelek,100,g,36,0.7,1.6,4.9,3.5,1.5,1.9,91,0,202,18,18,12,0.5,,,0.2,,,144,0,,,0.1,0,92.9,2.6,2.3
9,Groente,,143,Wortel blik/glas,100,g,29,0.2,0.7,5.3,3.8,1.6,1.8,93,0,104,25,15,5,0.2,0.06,1,0.14,2.5,0,1,0,0.6,7.4,0.05,0,94.8,2,0.9
24,Vis,,2765,Pangasius bereid in magnetron z toev,100,g,89,1.6,18.6,0,0,0,0,79.8,0.5,261,10,192,22,0.1,0.01,12,0.41,6,0,1,0.1,0.3,,0.1,0.42,79.8,1.6,20.2
15,Melk en melkproducten,,1721,Yoghurt vanille- halfvolle,100,g,78,1.5,3,13,12,1,0,81.8,0,128,104,77,10,0,0.02,0,0.29,13,13,2,0,0,0.7,0.03,0.29,81.8,1.5,4.5
15,Melk en melkproducten,,2308,Yoghurtdrank Becel pro-activ,100,g,46,1.5,2.5,5,4.5,0.5,1,90,,110,113,84,12,0,0.01,1,0.36,12.5,22,1,0,0.1,0.1,0.032,0.3,91,2.5,4
6,Fruit,,191,Pruimen op siroop blik/glas,100,g,65,0,0.3,15.5,15.5,0,1,81.4,0,79,9,10,4,0.1,0.04,0,0.07,,0,1,0,0.3,3.8,0.02,0,82.4,1,0.3
15,Melk en melkproducten,,3240,Melk halfvolle lactosevrij,100,g,40,1.5,3.6,3,3,0,0,91.9,0,112,113,67,9,0.1,0.01,1,0.41,14.9,15,1,0,0,0.7,0.03,0.25,91.9,1.5,5.1
15,Melk en melkproducten,,1076,Kefir,100,g,40,1.5,3.5,3.1,3.1,0,0,91.8,0,160,120,104,12,0,0.01,1,0.41,14.9,15,1,0,0,0.7,0.03,0.45,91.8,1.5,5
15,Melk en melkproducten,,1719,Melk halfvolle verrijkt m calcium,100,g,49,1.5,3.8,5.1,5.1,0,0,88.8,0,164,200,98,10,0.1,0.01,1,0.38,14.9,15,0,0.1,0,0.7,0.04,0.49,88.8,1.5,5.3
27,Vleeswaren,,1238,Worst lever- hausmacher,100,g,266,20.4,15.4,5.2,1,4.2,0,56,0.3,169,13,180,12,5.4,0.59,20,2.44,2.5,7890,0,0.9,0.3,,0.12,9.43,56,20.4,35.8
24,Vis,1,603,Paling gerookt,100,g,351,30.5,19.1,0,0,0,0,48.3,3.7,214,26,183,10,0.5,0.09,60,3.47,10,3300,0,20.4,9,,0.18,4.3,48.3,30.5,49.6
24,Vis,1,356,Lever schelvis- blik,100,g,409,42.3,7,0,0,0,0,44.4,12.7,150,12,175,,2,,,,,2538,0,,,,0.1,,44.4,42.3,49.3
27,Vleeswaren,,335,Pastei lever-,100,g,318,28.3,14.2,1.7,0.1,1.6,0,53.5,0.4,121,12,180,9,3.5,0.26,17,1.5,2.7,2196,0,0.9,0,1,0.12,9.43,53.5,28.3,42.5
5,Eieren,1,87,Eipoeder kippen-,100,g,574,42,46,3,3,0,0,5,0.4,600,225,900,46,11,0.31,42,5,123.1,768,0,6.8,4.3,,0.2,10,5,42,88
5,Eieren,,86,Eidooier kippen- gekookt,100,g,361,33,16,0,0,0,0,50,0.3,102,150,600,14,6,0.15,20,3.6,69.2,535,0,5,3.1,,0.25,3.8,50,33,49
5,Eieren,,85,Eidooier kippen- rauw,100,g,361,32.6,16.7,0.2,0.2,0,0,48,0.3,102,150,619,12,5.9,0.15,20,4.3,69.2,535,0,5.6,3.1,,0.16,3.8,48,32.6,49.3
8,Graanproducten en bindmiddelen,,869,Meel soja- volvet,100,g,478,23,38,24,11,13,11.5,7,1.5,2090,220,590,240,6.9,1.6,11,5,,0,0,0,1.5,,0.35,0,18.5,34.5,61
13,Kaas,,726,Kaas blauwschimmel Bluefort,100,g,405,37,17.9,0,0,0,0,40,0.2,100,600,400,50,0.4,,,3,12,430,0,0.2,1.2,4.1,0.12,2,40,37,54.9
26,Vleesvervangers en zuivelvervangers,,2542,Pate/smeerleverworst vegetarisch,100,g,281,23,8.4,9.2,1.4,7.7,2.2,57.3,0.1,305,40,92,43,2.1,0.24,2,0.04,2.5,0,0,0,11.3,1.4,0.08,0.21,59.5,25.2,31.4
13,Kaas,,1110,Kaas Stilton,100,g,388,33.4,21.3,0.1,0.1,0,0,42.2,0.2,112,285,285,18,0.3,0.09,10,1.75,40,360,0,0.2,0.6,,0.12,1.15,42.2,33.4,54.7
26,Vleesvervangers en zuivelvervangers,,2690,Creamer koffie- verlaagd vetgehalte,100,g,487,23,2,68,16,52,0,7,0,867,2,624,0,0.2,0.01,,0.15,2.5,0,0,0,0.5,,0.001,0,7,23,25
13,Kaas,,1939,Kaas blauwschimmel Gorgonzola,100,g,359,31.2,19.4,0.1,0.1,0,0,42.4,0.2,138,612,356,,0.3,,,2.5,12,336,0,0.2,0,,0.07,1.2,42.4,31.2,50.6
12,Hartige snacks en zoutjes,,5182,Berenklauw bereid met vloeibaar frituurvet,100,g,216,16.8,10.5,5.1,1.4,3.7,1.1,66.4,0.2,221,16,107,14,0.9,0.07,5,1.76,2.8,13,6,0.3,0.3,0.2,0.21,0.65,67.5,17.9,27.3
13,Kaas,,2758,Kaas Goudse 48+ belegen,100,g,377,30.8,22.5,0,0,0,0,38.5,0.4,82,826,439,32,0.1,0.04,12,3.3,21,336,0,0.3,0.9,76.8,0.03,2.23,38.5,30.8,53.3
13,Kaas,,3173,Kaas 48+ minder zout belegen,100,g,384,31.6,25,0,0,0,0,41.7,0.4,76,780,439,32,0.1,0.04,12,3.3,21,336,0,0.3,0.9,76.8,0.03,2.23,41.7,31.6,56.6
13,Kaas,,2759,Kaas Goudse 48+ oud,100,g,414,33.7,24.6,0.1,0.1,0,0,31.8,0.4,91,871,621,38,0.2,0.03,14,3.7,21,334,0,0.3,1,76.8,0.029,2.42,31.8,33.7,58.3
22,"Suiker, snoep, zoet beleg en zoete sauzen",,525,Candybar Milky Way,100,g,448,15.9,4,71.9,65.1,6.8,0.6,7.6,0,145,90,84,21,1.1,0.11,1,0.47,6.6,28,0,0.4,0.1,,0.02,0,8.2,16.5,19.9
13,Kaas,,1302,Kaas room- zachte Paturain,100,g,354,35.3,7,2.3,2.3,0,0,51.6,0.2,80,98,170,,0.7,,,,7,330,0,0.4,0.8,,0.074,0.3,51.6,35.3,42.3
13,Kaas,,3368,Kaas room- met kruiden 25-30 g vet,100,g,291,28.4,5.3,3.4,3.2,0.2,0,62.8,0.2,100,200,150,10,0.3,,,,6,330,0,0.3,,2.9,0.074,0.3,62.8,28.4,33.7
13,Kaas,,719,Kaas room- zachte Mon Chou,100,g,316,31,6.8,2.4,2.4,0,0,57,0.2,100,200,150,10,0.3,,,,6,330,0,0.3,,2.9,0.074,0.3,57,31,37.8
13,Kaas,,728,Kaas room- zachte Boursin,100,g,411,41,7.5,3,3,0,0,43.9,0.2,90,60,110,5,0.3,0.07,7,3,5,330,0,0.4,,,0.074,0.3,43.9,41,48.5
13,Kaas,,1724,Kaas 50+,100,g,380,32.1,22.9,0,0,0,0,40.1,0.4,81,713,523,35,0.3,0.04,12,3.63,16,325,0,0.3,0.9,,0.06,1.83,40.1,32.1,55
7,Gebak en koek,,1478,Vlaai kruimel- m vruchten,100,g,201,6.4,3.8,30.8,16.1,14.7,1.7,56.4,0.1,160,23,55,10,0.6,0.08,2,0.31,8.7,65,3,0.6,0.3,1.9,0.07,0.11,58.1,8.1,10.2
13,Kaas,,725,Kaas Cheddar,100,g,415,34.4,25.5,0.1,,0.1,0,36,0.2,77,720,490,25,0.3,0.03,12,2.3,39,325,0,0.3,0.5,14.9,0.1,1.1,36,34.4,59.9
13,Kaas,,882,Kaas Kernhemmer 60+,100,g,443,40.6,18.6,0,0,0,0,37.6,0.2,100,600,300,27,0.4,0.1,,4,13,324,0,0.3,0.6,,0.06,2,37.6,40.6,59.2
13,Kaas,,513,Kaas Goudse 48+ gem,100,g,369,30.5,22.9,0,0,0,0,39.3,0.4,79,816,539,33,0.2,0.04,12,3.46,21,319,0,0.3,0.9,67.6,0.04,2.01,39.3,30.5,53.4
13,Kaas,,2518,Kaas geiten- hard,100,g,396,32.5,22.4,0.1,0.1,0,0,38.3,0.3,117,806,605,46,0.2,0.06,13,3.7,2.5,318,0,0,0.8,3,0.066,0.15,38.3,32.5,54.9
7,Gebak en koek,,1479,Taart Mon Chou-,100,g,331,20.6,2.5,33.2,23.6,9.6,1.2,41.6,0.2,113,43,81,16,0.5,0.07,1,0.29,3.3,184,4,0.5,0.3,4.7,0.03,0.08,42.8,21.8,23.1
13,Kaas,,881,Kaas 48+ minder zout gem,100,g,381,31.3,24.1,0,0,0,0,43,0.4,76,749,530,32,0.2,0.04,12,3.44,21,318,0,0.3,0.9,66.5,0.04,1.96,43,31.3,55.4
13,Kaas,,3172,Kaas 48+ minder zout jong belegen,100,g,379,31.4,24.2,0,0,0,0,42.8,0.4,80,740,575,33,0.2,0.04,12,3.5,21,312,0,0.3,0.9,69.6,0.04,1.89,42.8,31.4,55.6
13,Kaas,,2757,Kaas Goudse 48+ jong belegen,100,g,370,29.9,22.7,0,0,0,0,40.6,0.4,80,811,575,33,0.2,0.04,12,3.5,21,312,0,0.3,0.9,69.6,0.04,1.89,40.6,29.9,52.6
13,Kaas,,2925,Kaas Mascarpone,100,g,455,47,7.6,0.3,0.3,0,0,44.4,0.3,53,68,97,10,0.2,0.1,2,0.4,29,310,0,0.3,1,,0.04,0.3,44.4,47,54.6
12,Hartige snacks en zoutjes,,1488,Kaassouffle diepvries onbereid,100,g,304,15.4,8.1,32.8,1.8,31,1.1,41.5,,76,149,139,15,0.3,0.04,3,0.71,13.4,55,0,0.2,0.3,5.5,0.05,0.51,42.6,16.5,23.5
12,Hartige snacks en zoutjes,,3075,Kaassouffle bereid m vlb frituurvet,100,g,359,23.1,7.3,29.8,1.6,28.2,1,37.7,0.1,69,135,126,14,0.3,0.03,3,0.65,12.1,50,0,0.2,0.3,5,0.05,0.46,38.7,24.1,30.4
13,Kaas,,3171,Kaas 48+ minder zout jong,100,g,370,30.8,23.1,0,0,0,0,44.6,0.4,71,730,554,32,0.2,0.03,11,3.48,21,307,0,0.3,0.8,51.1,0.04,1.79,44.6,30.8,53.9
13,Kaas,,2756,Kaas Goudse 48+ jong,100,g,364,29.6,22.8,0,0,0,0,41.5,0.4,71,792,554,32,0.2,0.03,11,3.48,21,307,0,0.3,0.8,51.1,0.04,1.79,41.5,29.6,52.4
13,Kaas,,714,Kaas blauwschimmel Roquefort,100,g,357,31,19,0,0,0,0,42,0.2,120,608,430,27,0.4,0.12,6,3.7,40,295,0,0.3,0.6,,0.1,0.4,42,31,50
15,Melk en melkproducten,,2519,Vla halfvolle alle smaken,100,g,87,1.5,2,16.3,12,4.3,0.2,79.8,0,120,81,73,9,0,0.01,1,0.33,11.9,13,0,0,0,0.6,0.02,0.27,80,1.7,3.5
13,Kaas,,1487,Kaas Brie 60+,100,g,369,33,17,1,1,0,0,46.1,0.2,109,250,200,20,0.3,0.07,7,3,20,286,0,0.3,1,2.4,0.15,1.2,46.1,33,50
11,Hartige sauzen,,3343,Saus chili-,100,g,149,0.3,0.3,35.8,34.3,1.5,0.7,62.8,0.1,83,8,10,4,0.2,0.04,0,0.09,1.4,0,27,0,0.3,1.7,0.07,0,63.5,1,0.6
13,Kaas,,3045,Kaas schapen-/geiten- Turkse 50+ blik,100,g,297,26.1,15.5,0.1,0.1,0,0,54,0.1,45,245,232,13,0.1,0.06,8,1.3,30,278,0,0.1,0.5,,0.025,0.3,54,26.1,41.6
