GroupId,GroupName,Preference,Id,Product,Amount,Measure,Energie,FatTotal,Protein,CarbsTotal,Sugar,Starch,Fibre,Water,PUFA3,K,CA,P,MG,FE,CU,SE,ZN,IOD,VITA,VITC,VITD,VITE,VITK,VITB6,VITB12,FIBWAT,FIBFAT,FATPROT
14,Kruiden en specerijen,,1230,Peterselie gedroogd,100,g,309,4,22,41,0,41,10.3,9,0.1,3805,1468,351,,97.9,,,,,0,122,0,,1359.5,1,0,19.3,14.3,26
14,Kruiden en specerijen,,1220,Basilicum gedroogd,100,g,244,4.1,23,10.1,1.7,8.3,37.7,10.4,,2630,2240,274,711,89.8,2.1,3,7.1,,0,1,0,10.8,1714.5,1.34,0,48.1,41.8,27.1
14,Kruiden en specerijen,,1226,Majoraan gedroogd,100,g,319,7,13,42,0,42,18.1,8,,1522,1990,306,,82.7,,,,,0,51,0,,621.7,,0,26.1,25.1,20
14,Kruiden en specerijen,,827,Komijnzaad gedroogd,100,g,427,22,18,34,0,34,10.5,18,,1788,931,499,370,66.4,1.29,,4.2,,0,8,0,,5.4,,0,28.5,32.5,40
14,Kruiden en specerijen,,1228,Oregano gedroogd,100,g,360,10,11,49,0,49,15,7,,1669,1576,200,,44,,,,,0,,0,,621.7,,0,22,25,21
14,Kruiden en specerijen,,826,Kaneel,100,g,316,3,4,56,0,56,24.4,10,,500,1228,60,61,38.1,0.46,15,1.97,,0,28,0,,31.2,0,0,34.4,27.4,7
23,Vetten en oliën,,3342,Bak- en braadvet Vita d'Or Vlees&jus vloeibaar,100,g,878,97,0.3,0.9,0.9,0,0,1.8,6.3,42,10,23,2,0.1,0,0,0,1.5,690,0,6.5,81.9,,0,0,1.8,97,97.3
14,Kruiden en specerijen,,5156,Anijszaad,100,g,384,15.9,17.6,35.4,31.5,3.9,14.6,9.5,,1441,646,440,170,37,0.91,5,5.3,,0,21,0,,,0.65,0,24.1,30.5,33.5
8,Graanproducten en bindmiddelen,,2005,Ontbijtproduct Special K Original Kellogg's,100,g,375,1.5,9,79,17,62,4.5,6,0,220,60,170,40,11.6,,,8.4,2.4,0,134,0,,0.2,2.3,4.2,10.5,6,10.5
14,Kruiden en specerijen,,1224,Kervel gedroogd,100,g,303,4,23,38,0,38,11.3,7,,4740,1346,450,,32,,,,,0,,0,,,1.23,0,18.3,15.3,27
14,Kruiden en specerijen,,1223,Kerrie djawa,100,g,370,14,12,36.5,0,36.5,25,12.5,,1260,530,,,29.6,,,,,,,0,,99.8,,0,37.5,39,26
14,Kruiden en specerijen,,1231,Rozemarijn gedroogd,100,g,374,15,5,46,0,46,17.6,9,,955,1280,70,,29.2,,,,,0,61,0,,,,0,26.6,32.6,20
23,Vetten en oliën,,3339,Margarine vloeibaar 80% vet Vita d'Or Bewust,100,g,734,81.5,0,0,0,0,0,18.5,6.7,42,10,23,2,0.1,0,0,0,1.5,696,0,7.5,76.1,,0,0,18.5,81.5,81.5
14,Kruiden en specerijen,,1229,Paprikapoeder,100,g,359,13,15,35,0,35,20.9,10,,2344,177,345,,23.6,,,,,0,71,0,,80.3,,0,30.9,33.9,28
23,Vetten en oliën,,606,Olie Becel Blend Classic,100,g,900,100,0,0,0,0,0,0,6,0,0,0,0,0,,,0,,,0,,62,,0,0,0,100,100
23,Vetten en oliën,,3335,Olie frituur-,100,g,900,100,0,0,0,0,0,0,0.2,0,0,0,0,0,0,2,0,,0,0,0,48.7,5.7,0,0,0,100,100
14,Kruiden en specerijen,,823,Peper zwarte/witte,100,g,332,3,11,52,0,52,26.4,11,,1259,437,173,,21.6,,,,,0,,0,,163.7,,0,37.4,29.4,14
23,Vetten en oliën,,317,Olie zonnebloem-,100,g,897,99.5,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0,2,0,,0,0,0,48.7,5.7,0,0,0,99.5,99.8
23,Vetten en oliën,,607,Olie saffloer-,100,g,900,100,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,,0,0,0,40.7,3.4,0,0,0,100,100
23,Vetten en oliën,,2295,Boterproduct 25% vet,100,g,228,25,0.2,0.3,0.3,0,0.7,73.5,0.2,32,11,40,1,0.1,0.01,1,0,,780,0,1.1,40,,0,0.3,74.2,25.7,25.2
16,Niet-alcoholische dranken,,497,Siroop Roosvicee Original,100,g,185,0,0.3,45.6,44.8,0.8,0.6,53.6,0,63,8,6,5,0.3,0.04,0,0.05,,0,96,0,6.5,,0,0,54.2,0.6,0.3
6,Fruit,1,690,Guave (met roze vruchtvlees),100,g,75,1,2.6,10.9,8.9,2,5.3,80.8,0.1,417,18,40,22,0.3,0.23,1,0.23,,0,228,0,,2.6,0.11,0,86.1,6.3,3.6
14,Kruiden en specerijen,,1221,Chilipoeder,100,g,373,17,12,32,0,32,22,8,,1916,278,303,,14.2,,,,,0,64,0,,105.7,0,0,30,39,29
23,Vetten en oliën,,2558,Margarine vlb 80% vet< 17 g verz vetz ongezouten,100,g,738,82,0,0.1,0.1,0,0,18,4.2,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,37.3,,0,0,18,82,82
23,Vetten en oliën,,2563,Bak- en braadvet vast 97% vet > 17g verz vetz ongezouten,100,g,880,97.3,0.4,0.7,0.7,0,0,1.6,3.8,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,34.6,,0,0,1.6,97.3,97.7
23,Vetten en oliën,,2565,Margarine 80% vet < 24 g verz vetz ongezouten,100,g,720,80,0,0,0,0,0,20,4.2,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,33,,0,0,20,80,80
16,Niet-alcoholische dranken,,2291,Diksap m vit C geconcentreerd,100,g,180,0.1,0.2,44.6,43.2,1.4,0.1,55,0,661,48,,31,,,,,,0,80,0,,,,0,55.1,0.2,0.3
19,Flesvoeding en preparaten,,2027,Sportvoeding Isostar Powertabs,100,g,320,0,0,79.9,70.5,9.4,0,20.1,0,375,360,70,156,0,0,0,0,,0,80,0,12.5,0,0,0,20.1,0,0
23,Vetten en oliën,,3334,Olie rijst-,100,g,900,100,0,0,0,0,0,0,1.6,0,0,0,0,0.1,,0,0,,0,0,0,32.3,24.7,0,0,0,100,100
23,Vetten en oliën,,2562,Bak- en braadvet vlb 97% vet <17g verz vetz ongezouten,100,g,883,97.7,0.4,0.5,0.5,0,0,1.4,5.8,42,10,23,2,0.1,0,0,0,1.5,795,0,7.5,32.1,,0,0,1.4,97.7,98.1
23,Vetten en oliën,,5041,Olie plantaardig gem,100,g,898,99.7,0.1,0,0,0,0,0,2.4,0,0,0,0,0.1,0,1,0,0,0,0,0,31,37.5,0,0,0,99.7,99.8
23,Vetten en oliën,,2077,Margarine vloeibaar 80% vet <17 g verz vetz gezouten,100,g,735,81.6,0,0,0,0,0,18.3,6.2,42,10,23,2,0.1,0,0,0,1.5,791,0,7.5,30.2,,0,0,18.3,81.6,81.6
23,Vetten en oliën,,2557,Margarine 80% vet > 24 g verz vetz ongezouten,100,g,724,80.2,0.2,0.3,0.2,0.1,0,19.3,0.9,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,30,,0,0,19.3,80.2,80.4
14,Kruiden en specerijen,,3450,Munt vers,100,g,49,0.7,3.8,5.1,,,3.5,86.4,0.3,260,210,75,80,9.5,,,1.11,,0,31,0,5,,0.13,0,89.9,4.2,4.5
23,Vetten en oliën,,3255,Halvarineproduct Goed Begin Albert Heijn/Jumbo,100,g,352,38,0,2.5,0,2.5,0,59.6,3.6,42,600,23,2,0.1,0,0,0,1.5,800,0,7.5,30,,2,1,59.6,38,38
8,Graanproducten en bindmiddelen,,5085,Ontbijtproduct Nestle Pyjamapapje Compleet,100,g,426,10,15.3,67.4,34.4,33.1,2.4,4.9,0.3,,420,,,8.2,,,2.63,35.7,390,64,6,2.9,33,0.3,,7.3,12.4,25.3
23,Vetten en oliën,,2294,Halvarineproduct Gouda's Glorie Lichtste Pondje,100,g,181,20,0,0.3,0.3,0,0,79.8,1.1,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,29,,1.8,2.5,79.8,20,20
23,Vetten en oliën,,3451,Olie palm-,100,g,899,99.9,0,0,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,28.8,7.9,0,0,0,99.9,99.9
23,Vetten en oliën,,5196,Olie palmpit-,100,g,899,99.9,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,28.8,7.9,0,0,0,99.9,99.9
23,Vetten en oliën,,313,Olie soja-,100,g,894,99.2,0.3,0,0,0,0,0,6.9,0,4,0,0,0,0.01,1,0,,0,0,0,28.4,183.9,0,0,0,99.2,99.5
14,Kruiden en specerijen,,828,Kruidnagel,100,g,431,20,6,52,0,52,9.6,7,,1102,646,105,,8.7,,,,,0,81,0,,141.8,,0,16.6,29.6,26
6,Fruit,,154,Bessen zwarte,100,g,53,0,0.9,8,7,1,3.6,85,0,175,30,50,17,1,0.14,1,0.3,,0,150,0,1,,0.07,0,88.6,3.6,0.9
9,Groente,,564,Spruitjes rauw,100,g,46,0.7,2.3,5.6,1.4,4.2,4.1,86,0.2,412,30,125,8,0.6,0.02,3,0.4,1,0,150,0,1,153,0.3,0,90.1,4.8,3
9,Groente,1,884,Paprika rode rauw,100,g,25,0.1,0.8,4.3,4.3,0,1.8,91.6,0,299,7,32,12,0.4,0.05,0,0.32,1,0,150,0,3.1,4.9,0.29,0,93.4,1.9,0.9
23,Vetten en oliën,,2064,Margarineproduct 70% vet <17 g verz vetz ongezouten,100,g,633,70,0.3,0.6,0.6,0,0,29.2,6.8,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,23,,0,0,29.2,70,70.3
16,Niet-alcoholische dranken,,1881,Siroop Roosvicee Multivit bosvr/perzik,100,g,183,0.1,0.1,45.2,44.8,0.4,0.3,54.3,0,50,7,4,3,0.1,0.03,0,0.03,,0,58,0,8.6,,1.06,1.8,54.6,0.4,0.2
9,Groente,,2524,Peper Spaanse rauw,100,g,30,0.3,1.8,4.2,4.2,0,1.8,91.9,0,440,16,39,21,1,0.17,,0.3,,0,144,0,,14,0.28,0,93.7,2.1,2.1
16,Niet-alcoholische dranken,,3068,Siroop vruchtenlimonade- Vruchtenmix,100,g,222,0,0.3,54.9,54.1,1.1,0.6,44.2,0,63,8,6,5,0.3,0.04,0,0.05,,0,56,0,0,,0,0,44.8,0.6,0.3
8,Graanproducten en bindmiddelen,,5107,Ontbijtproduct Bambix Dromerig papje appel,100,g,436,12.8,14.1,63.6,45,18.6,4.9,4.6,0.3,,528,,,8.1,,,,107,424,54,6,7.4,,0.73,,9.5,17.7,26.9
8,Graanproducten en bindmiddelen,,2051,Drinkontbijt Brinta Wake Up,100,g,350,1.2,5.7,72.5,24,48.5,13.4,7.2,0,200,0,105,85,9.3,0.45,4,2.9,1.9,0,54,0,8,,0.93,0,20.6,14.6,6.9
19,Flesvoeding en preparaten,,2012,Maaltijdvervanger Modifast Intensive Pudding,100,g,355,4.9,36.8,35.6,23.9,11.7,10.6,12.1,,1426,957,957,248,12.8,1.7,62,10.6,106,709,53,3.6,10.6,,1.43,2.1,22.7,15.5,41.7
19,Flesvoeding en preparaten,,2013,Maaltijdvervanger milkshake Modifast Intensive,100,g,355,4.9,36.8,35.7,25.7,10,10.6,12,,1426,638,638,248,12.8,1.7,62,10.6,106,709,53,3.6,10.6,,1.43,2.13,22.6,15.5,41.7
16,Niet-alcoholische dranken,,1127,Sap citroen- vers,100,g,47,0,0.4,8,2,6,0.3,91,0,138,11,11,7,0.1,0.03,1,0.13,,0,53,0,0,0,0.04,0,91.3,0.3,0.4
6,Fruit,1,3219,Kiwi gele,100,g,66,0.3,1,12.4,12.3,0.1,1.4,82.4,0.1,315,17,25,12,0.2,0.15,0,0.08,0,0,135,0,1.4,6.1,0.08,0,83.8,1.7,1.3
23,Vetten en oliën,,2066,Bak- en braadvet vloeib 97% vet <17g verz vetz gezouten,100,g,878,96.9,0.5,0.9,0.7,0.1,0,1.7,6.4,42,10,23,2,0.1,0,0,0,1.5,651,0,7.5,21.3,,0,0,1.7,96.9,97.4
23,Vetten en oliën,,2067,Bak- en braadvet vast 97% vet >17 g verz vetz gezouten,100,g,873,96.7,0.3,0.5,0.4,0,0,2.6,2,42,10,23,2,0.1,0,0,0,1.5,798,0,7.5,21,,0,0,2.6,96.7,97
10,Hartig broodbeleg,,1498,Salade kip-kerrie- lunch/borrel,100,g,285,24.3,8.8,6.9,4.2,2.7,1.8,57.5,1.3,154,16,86,18,0.4,0.05,4,0.43,2.2,10,1,0.1,20.8,0,0.1,0.05,59.3,26.1,33.1
23,Vetten en oliën,,3329,Margarineproduct Vita d'Or Bewust,100,g,541,60,0.1,0.1,0.1,0,0,39.8,3.8,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,20,,2,0,39.8,60,60.1
19,Flesvoeding en preparaten,,1792,Maaltijdvervanger Modifast Intensive Muesli,100,g,358,5.8,35,38,6.7,31.3,6.7,7.5,,1400,600,600,233,12,1.68,50,10,100,667,50,3.3,9,,1.3,2,14.2,12.5,40.8
8,Graanproducten en bindmiddelen,,5108,Ontbijtproduct 8-granen pap met honing Bonbebe,100,g,375,1.7,9.5,77.1,18.7,58.4,6.7,5,0.1,391,235,370,90,7,0.45,4,2.2,2,450,50,7.5,4.4,40,0.8,1,11.7,8.4,11.2
23,Vetten en oliën,,2711,Margarineproduct Albert Heijn Balans,100,g,405,45,0,0,0,0,0,55,3.5,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,20,,1.9,2.5,55,45,45
16,Niet-alcoholische dranken,,2755,Sap sinaasappel- vers geperst,100,g,44,0.1,0.6,9.1,8.9,0.2,0.3,88.4,0,167,11,22,12,0.1,0.02,0,0.07,1.1,0,48,0,0.1,,0.041,0,88.7,0.4,0.7
16,Niet-alcoholische dranken,,498,Siroop Roosvicee Fruitkracht Ferro,100,g,222,0,0.2,55.2,54.4,0.8,0.3,45,0,60,6,5,,80,,,,,0,48,0,,,0,0,45.3,0.3,0.2
16,Niet-alcoholische dranken,,500,Siroop Roosvicee Fruitkracht Laxo,100,g,225,0,0.2,56,55.2,0.8,0.2,45,0,58,8,5,,0.1,,,,,0,48,0,,,0,0,45.2,0.2,0.2
16,Niet-alcoholische dranken,,738,Siroop Roosvicee Fruitkracht Low Cal,100,g,71,0,0.2,4,1.6,2.4,0.3,71,0,64,8,6,4,0.2,,,0.04,,0,48,0,,,0,0,71.3,0.3,0.2
16,Niet-alcoholische dranken,,2288,Siroop vruchtenlim m suiker en zoetst m vit C,100,g,170,0,0,42.4,41.6,0.8,0,57.6,0,80,0,0,,0,,,0.05,,0,48,0,,,,0,57.6,0,0
16,Niet-alcoholische dranken,,2389,Siroop vruchtenlimonade- Albert Heijn,100,g,192,0,0,48,48,0,0,52,0,80,0,0,4,0,0.01,0,0.05,1,0,48,0,7.2,,0.88,0,52,0,0
16,Niet-alcoholische dranken,,3248,Siroop vruchtenlimonade- m 45-50 mg vit C,100,g,248,0,0.2,61.8,61.6,0.2,0,37.9,0,80,0,0,4,0,0.01,0,0.05,,0,48,0,0,,0,0,37.9,0,0.2
23,Vetten en oliën,,3340,Halvarine 40% vet <17 g verz vetz verrijkt m vit E gezouten,100,g,360,40,0,0,0,0,0,60,1.2,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,20,,0,0,60,40,40
23,Vetten en oliën,,2895,Halvarineproduct AH omega-3,100,g,352,38,0,2.5,0,2.5,0,59.5,3.4,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,20,,2,1,59.5,38,38
23,Vetten en oliën,,2559,Halvarineproduct Bewust light 35% vet <10g verz vetz ongezouten,100,g,317,35,0,0.5,0.1,0.4,0,64.5,3,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,20,,2,1,64.5,35,35
23,Vetten en oliën,,3372,Halvarineproduct Vita d'Or Bewust light,100,g,318,35,0,0.8,0,0.8,,64.2,,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,20,,2,0,64.2,35,35
19,Flesvoeding en preparaten,,2024,Sportvoeding Isostar Actifood,100,g,204,0,0.6,49.8,12,37.9,1.4,47.5,0,138,9,,0,0.6,,,,,,46,,7.8,,,,48.9,1.4,0.6
14,Kruiden en specerijen,,1225,Peper cayenne- rood,100,g,379,17,12,32,0,32,24.9,8,,2014,148,293,,7.8,,,,,0,76,0,,80.3,,0,32.9,41.9,29
23,Vetten en oliën,,3449,Olie koolzaad-/raapzaad-,100,g,899,99.9,0,0,0,0,0,0,8.5,0,0,0,0,0.1,0,0,0,0,0,0,0,18.9,112.5,0,0,0,99.9,99.9
11,Hartige sauzen,,2466,Dressing vinaigrette-,100,g,593,64.8,0.6,0.4,0.3,0.2,0.1,30.3,4.5,18,7,6,5,0.1,0.02,1,0.08,0.8,0,0,0,18.5,119.7,0.003,0,30.4,64.9,65.4
16,Niet-alcoholische dranken,,2640,Smoothie vruchten m zuivel,100,g,51,0.1,1.3,10.3,10.3,0,1.2,86.5,0,138,26,24,9,0.2,0.02,0,0.13,1.9,0,41,0,0.1,0.1,0.04,0.03,87.7,1.3,1.4
10,Hartig broodbeleg,,1497,Salade ham-prei- lunch/borrel,100,g,243,21.9,3.6,7,4,3,1.9,64.1,1.3,132,25,76,8,0.4,0.03,3,0.35,2,10,3,0.1,18.2,3.3,0.05,0.05,66,23.8,25.5
23,Vetten en oliën,,2567,Halvarineproduct Albert Heijn smeerbaar cholesterol verlagend,100,g,317,35,0,0.2,0.2,0,0.4,64.4,1.3,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,18,,0,0,64.8,35.4,35
23,Vetten en oliën,,2712,Margarineproduct vloeibaar <60% vet <17 g verz vet ongezouten,100,g,507,56,0.3,0.3,0.3,0,0.5,43,7.1,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,17.6,,0,0,43.5,56.5,56.3
11,Hartige sauzen,,451,Mayonaise,100,g,664,71.6,1.1,3.6,3.4,0.2,0.2,21.8,4.2,27,13,48,2,0.5,0.01,4,0.29,2.5,21,0,0.2,17.5,,0.006,0,22,71.8,72.7
14,Kruiden en specerijen,,128,Peterselie vers,100,g,30,0,4,1,0,1,5,87,0,700,40,30,23,7.1,0.03,1,0.7,,0,125,0,1.7,548,0.12,0,92,5,4
8,Graanproducten en bindmiddelen,,1338,Ontbijtprod Olvarit pap licht volkoren 8+,100,g,359,1.8,10.4,69.4,6.2,63.2,11.8,5,0.1,250,120,370,109,7.3,0.45,4,2.4,82,372,40,3.8,3.1,3.1,0.6,0.45,16.8,13.6,12.2
8,Graanproducten en bindmiddelen,,1991,Ontbijtprod Olvarit pap 8 granen 12+,100,g,360,1.8,10.4,70,11.5,58.5,11,6.8,0.1,250,114,370,90,9.6,0.4,4,2.2,96,460,40,4.3,3.7,3.8,0.72,0.63,17.8,12.8,12.2
16,Niet-alcoholische dranken,,2150,Sap vruchten- Coolbest Vitaday tropical,100,g,41,0,0.4,9.7,9.5,0.2,0.5,89.4,0,153,9,12,8,0.1,0.01,1,0.08,,0,40,0,6,38,0.7,1.3,89.9,0.5,0.4
16,Niet-alcoholische dranken,,2151,Sap vruchten- Coolbest Vitaday original,100,g,44,0,0.3,10.4,10.2,0.2,0.4,88.9,0,149,9,11,8,0.1,0.01,1,0.08,,0,40,0,6,1,0.7,1.3,89.3,0.4,0.3
11,Hartige sauzen,,5102,Aioli,100,g,726,78.6,1.5,2.9,2,0.9,0.1,16.9,4.6,27,13,48,2,0.5,0.01,4,0.29,2.5,21,0,0.2,17.5,,0.006,0,17,78.7,80.1
11,Hartige sauzen,,2083,Mayonaiseproduct met olijfolie,100,g,642,70,1.1,1.9,1.5,0.4,0.1,26.9,,27,13,48,2,0.5,0.01,4,0.29,,21,0,0.2,17.5,,0.006,0,27,70.1,71.1
23,Vetten en oliën,,3051,Olie lijnzaad-,100,g,900,100,0,0,0,0,0,0,49.9,0,0,0,0,0,,,0,,0,0,0,17.5,,0,0,0,100,100
23,Vetten en oliën,,608,Olie mais/maiskiem-,100,g,900,100,0,0,0,0,0,0,0.9,0,0,0,0,0,0.01,0,0,0,0,0,0,17.2,2.9,0,0,0,100,100
10,Hartig broodbeleg,,1499,Salade ei- lunch/borrel,100,g,255,22.3,7.3,5.6,2.5,3.1,1.3,62.1,0.9,87,25,99,7,2,0.06,17,1.36,28.9,40,0,1.4,17.1,,0.09,1.23,63.4,23.6,29.6
8,Graanproducten en bindmiddelen,,5105,Ontbijtproduct Bambix Dromerig papje granen&biscuit,100,g,442,13.4,14.4,64.3,26.1,38.2,3.1,4.8,0.3,,509,,,8.1,,,,104.3,420,38,6,7.1,,0.68,,7.9,16.5,27.8
8,Graanproducten en bindmiddelen,,5151,Ontbijtproduct Bambix Zonnige ontbijtpap muesli,100,g,365,5.4,10.1,64.7,18.8,45.9,8.4,11.4,0.1,509,200,368,100,12,0.33,,5.4,0.9,264,38,10,3.4,2.9,0.47,0,19.8,13.8,15.5
23,Vetten en oliën,,2566,Halvarine 40% vet <17g verz vetz ongezouten,100,g,360,40,0,0,0,0,0.1,59.9,2,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,16,,0,0,60,40.1,40
11,Hartige sauzen,,2460,Jus 75% vet ongebonden bereid z juspoeder,100,g,658,72.7,0.4,0.6,0.5,0.1,0,26.3,4.8,32,9,17,2,0.1,0,0,0,1.2,488,0,5.6,16,0,0,0,26.3,72.7,73.1
11,Hartige sauzen,,2454,Jus 75% vet gebonden bereid z juspoeder,100,g,650,70.6,0.4,3.2,0.5,2.7,0,25.9,4.7,31,9,18,2,0.1,0.01,0,0.01,1.2,474,0,5.4,15.5,0,0,0,25.9,70.6,71
9,Groente,,3048,Paprika oranje rauw,100,g,28,0.3,0.8,4.7,4.7,0,1.7,92.2,0.1,210,7,22,12,0.4,0.04,0,0.24,1,0,133,0,2.1,4.9,0.29,0,93.9,2,1.1
16,Niet-alcoholische dranken,,1810,Siroop vruchtenlimonade- Karvan Cevitam,100,g,238,0,0.1,59.2,58.8,0.4,0.1,40.6,0,70,7,5,3,0.1,0.01,0,0.02,,0,38,0,5.8,,0.67,0,40.7,0.1,0.1
16,Niet-alcoholische dranken,,5139,Siroop vruchtenlimonade- met zoetstof Karvan Cevitam,100,g,25,0,0.2,5.9,5.5,0.4,0.1,93.8,0,70,7,5,3,0.1,0.01,0,0.02,,0,38,0,5.8,,0.67,0,93.9,0.1,0.2
23,Vetten en oliën,,308,Olie arachide-,100,g,900,100,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,,0,0,0,15.2,0.7,0,0,0,100,100
23,Vetten en oliën,,3330,Halvarineproduct Vita d'Or Goed begin,100,g,352,38,0,2.4,0.1,2.4,0.1,59.5,3.5,42,600,23,2,0.1,0,0,0,1.5,800,0,7.5,15,,2,0,59.6,38.1,38
23,Vetten en oliën,,2878,Halvarineproduct Gezonde Start 35-40% vet <10g verz vetz gezouten,100,g,344,38,0,0.4,0,0.4,0,61.6,3.4,42,160,23,2,0.1,0,0,0,1.5,800,0,7.5,15,,2,1,61.6,38,38
11,Hartige sauzen,,3037,Jus 75% vet ongebonden bereid m juspoeder,100,g,632,67.4,1.2,5.1,0.9,4.2,0.2,26,4.3,29,8,16,1,0.1,0,0,0,1.1,448,0,5.1,14.7,0,0,0,26.2,67.6,68.6
14,Kruiden en specerijen,,1879,Aroma strooi- Na-,100,g,235,3.6,22.1,27.9,26.7,1.2,1.1,2.1,,13000,32,450,16,6.1,,,0.2,,,2,,,,0.3,,3.2,4.7,25.7
11,Hartige sauzen,,3036,Jus 75% vet gebonden bereid m juspoeder,100,g,625,65.6,1.2,7.4,0.9,6.5,0.2,25.7,4.3,28,8,16,1,0.1,0.01,0,0.01,1.1,436,0,5,14.3,0,0,0,25.9,65.8,66.8
11,Hartige sauzen,,3222,Pesto rode,100,g,368,35,5,7,5.7,1.2,2.4,47.6,0.1,652,101,116,35,1.4,0.18,3,0.82,3.5,16,11,0,14.2,14.3,0.13,0.12,50,37.4,40
23,Vetten en oliën,,3337,Margarine vloeibaar 80% vet Blue Band,100,g,740,82,0.3,0.3,0.3,0,0,17.5,6.9,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,14,,0,0,17.5,82,82.3
23,Vetten en oliën,,1847,Margarineproduct kuipje Becel Original,100,g,407,45,0.3,0.3,0.3,0,0,54.5,5.9,22,10,23,2,0.1,0,0,0,1.5,800,0,7.5,14,,0,0,54.5,45,45.3
10,Hartig broodbeleg,1,455,Pindakaas,100,g,654,56.4,22.5,10,5.2,4.8,8,0.6,0.8,575,45,318,145,1.8,0.66,9,2.6,0,0,0,0,12.4,16,0.02,0,8.6,64.4,78.9
10,Hartig broodbeleg,,541,Pindakaas m stukjes pinda,100,g,651,55,20,15,10,5,7.9,0,0.8,520,46,310,130,0.8,0.73,10,2.4,0,0,0,0,12.4,16,0.1,0,7.9,62.9,75
22,"Suiker, snoep, zoet beleg en zoete sauzen",,520,Drop zoute,100,g,330,0.2,12.2,68.1,44.2,23.9,3.1,15.2,0,233,117,22,40,2.9,0.11,1,0.28,,0,0,0,0,,0,0,18.3,3.3,12.4
23,Vetten en oliën,,2422,Halvarineproduct Becel Omega-3 Plus,100,g,353,38,0.3,2.6,0.3,2.4,0,59.2,3.7,,10,23,2,0.1,0,0,0,1.5,800,0,7.5,12,,0,0,59.2,38,38.3
23,Vetten en oliën,,880,Smeltjus onbereid pakje,100,g,650,70,1,4,0.5,3.5,0,20.3,,,,,,0.2,,,0.26,,0,,0,11,,,0,20.3,70,71
11,Hartige sauzen,,2459,Jus 50% vet ongebonden bereid z juspoeder,100,g,439,48.5,0.3,0.4,0.4,0.1,0,50.9,3.2,21,7,12,1,0,0.01,0,0,1,325,0,3.7,10.7,0,0,0,50.9,48.5,48.8
11,Hartige sauzen,,2453,Jus 50% vet gebonden bereid z juspoeder,100,g,436,47.1,0.2,3,0.3,2.6,0,49.7,3.1,21,8,12,1,0.1,0.01,0,0.01,1,316,0,3.6,10.3,0,0,0,49.7,47.1,47.3
22,"Suiker, snoep, zoet beleg en zoete sauzen",,521,Drop dubbelzoute,100,g,330,0.2,12.2,68.1,44.2,23.9,3.1,15.2,0,233,117,22,40,2.9,0.11,,0.28,,0,0,0,0,,0,0,18.3,3.3,12.4
16,Niet-alcoholische dranken,,2079,Drinkontbijt Hero FruitOntbijt p 100 ml,100,ml,55,0.2,0.8,11.9,9.5,2.5,1,86.1,0,,6,,,0.3,,,,,0,32,0,0.1,,,0,87.1,1.2,1
9,Groente,1,55,Spruitjes gekookt,100,g,47,0.7,2.3,5.6,1.4,4.2,4.5,86,0.2,412,38,85,22,0.6,0.06,10,0.31,1,0,132,0,0.6,127,0.19,0,90.5,5.2,3
14,Kruiden en specerijen,,2177,Basilicum vers,100,g,48,0.8,3.1,5.1,5.1,0,3.9,87.1,,300,250,37,11,5.5,,,0.7,,0,26,0,,414.8,,0,91,4.7,3.9
7,Gebak en koek,,2430,Beignet banaan-,100,g,283,20.5,3.2,20.5,9.5,11.1,1.4,53.5,0.1,221,30,54,18,0.3,0.07,3,0.33,5,8,3,0.1,10,1.5,0.16,0.12,54.9,21.9,23.7
23,Vetten en oliën,,2713,Margarineproduct vloeibaar <60% vet <17 g verz vet gezouten,100,g,507,56,0.3,0.3,0.3,0,0.5,43,5.1,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,10,,0,0,43.5,56.5,56.3
23,Vetten en oliën,,1956,Halvarineproduct Becel pro-activ,100,g,326,35,0.3,2.5,0.3,2.3,0.2,62.1,2.9,32,10,23,2,0.1,0,0,0,1.5,800,0,7.5,10,,0,0,62.3,35.2,35.3
